# fixture=templates,source=/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,modes=text;eager;lazy,warmup=3,measurements=12,text_zstd=true
# query=App.getDescendantsAndFields plus names/operators/types; ids=encounter-order normalized
fixture,source,mode,trial,parse_ms,tu_ms,query_ms,codegen_ms,total_ms,nodes,names,operators,types,typed,materialized,deferred,code_bytes,code_sha256,query_sha256,materialized_read,materialized_tu,materialized_query,materialized_codegen
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,lazy,8,23.328,2.120,2.828,0.770,29.046,1065,332,38,483,333,246,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,28,179,217,246
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,eager,8,25.383,1.475,2.505,0.654,30.017,1065,332,38,483,333,2125,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,2125,2125,2125,2125
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,lazy,9,23.310,2.212,2.734,0.795,29.053,1065,332,38,483,333,246,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,28,179,217,246
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,text,9,26.998,1.367,2.342,0.705,31.412,1065,332,38,483,0,0,0,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,0,0,0,0
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,eager,9,24.634,1.353,2.832,0.734,29.553,1065,332,38,483,333,2125,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,2125,2125,2125,2125
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,eager,10,24.864,4.494,2.300,0.767,32.425,1065,332,38,483,333,2125,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,2125,2125,2125,2125
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,text,10,25.518,1.290,2.300,0.594,29.702,1065,332,38,483,0,0,0,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,0,0,0,0
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,lazy,10,22.230,2.126,2.538,0.874,27.768,1065,332,38,483,333,246,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,28,179,217,246
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,eager,11,26.275,1.459,2.548,0.629,30.912,1065,332,38,483,333,2125,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,2125,2125,2125,2125
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,lazy,11,21.693,2.087,2.487,0.844,27.111,1065,332,38,483,333,246,2125,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,28,179,217,246
templates,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/templates.cpp,text,11,24.971,1.277,2.136,0.614,28.998,1065,332,38,483,0,0,0,1903,8b72b4be8ec059f14e74b5cad6e3804b25be81fc59ccbee156b8b693092a2c6a,6af9469397b5f88aa9c47e26267a21b95171b70643574df06814a1179acc30f4,0,0,0,0
