# fixture=wrap,source=/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,modes=text;eager;lazy,warmup=3,measurements=12,text_zstd=true
# query=App.getDescendantsAndFields plus names/operators/types; ids=encounter-order normalized
fixture,source,mode,trial,parse_ms,tu_ms,query_ms,codegen_ms,total_ms,nodes,names,operators,types,typed,materialized,deferred,code_bytes,code_sha256,query_sha256,materialized_read,materialized_tu,materialized_query,materialized_codegen
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,text,6,2.078,0.698,0.303,0.388,3.468,96,18,8,60,0,0,0,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,0,0,0,0
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,lazy,7,1.828,1.087,0.349,0.424,3.687,96,18,8,60,34,53,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,2,34,42,53
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,eager,7,2.835,0.769,0.324,0.375,4.302,96,18,8,60,34,228,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,228,228,228,228
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,text,7,2.215,0.744,0.326,0.390,3.675,96,18,8,60,0,0,0,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,0,0,0,0
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,text,8,2.546,0.754,0.317,0.361,3.978,96,18,8,60,0,0,0,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,0,0,0,0
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,lazy,8,1.829,1.016,0.352,0.391,3.587,96,18,8,60,34,53,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,2,34,42,53
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,eager,8,2.166,0.717,0.297,0.377,3.557,96,18,8,60,34,228,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,228,228,228,228
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,lazy,9,1.728,1.046,0.341,0.388,3.503,96,18,8,60,34,53,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,2,34,42,53
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,text,9,2.056,0.658,0.285,0.356,3.355,96,18,8,60,0,0,0,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,0,0,0,0
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,eager,9,2.217,0.697,0.290,0.335,3.540,96,18,8,60,34,228,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,228,228,228,228
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,eager,10,2.265,0.760,0.298,0.337,3.660,96,18,8,60,34,228,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,228,228,228,228
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,text,10,2.066,0.699,0.289,0.334,3.388,96,18,8,60,0,0,0,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,0,0,0,0
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,lazy,10,1.757,1.005,0.357,0.413,3.531,96,18,8,60,34,53,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,2,34,42,53
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,eager,11,2.822,0.758,0.316,0.402,4.298,96,18,8,60,34,228,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,228,228,228,228
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,lazy,11,1.719,1.038,0.323,0.391,3.471,96,18,8,60,34,53,228,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,2,34,42,53
wrap,/home/lmsousa/Documents/Projects/SPeCS/ast-flatbuffers/clava/ClavaWeaver/resources/clava/test/weaver/cpp/src/wrap.cpp,text,11,2.047,0.640,0.300,0.319,3.306,96,18,8,60,0,0,0,411,a0ec3694f39e652651d2c054e55bac444baf6bf64428067c0e7ca368319a28b7,6d51769b6f274f5d333e6042593dc0a09335ee47300096eb21cf24f1ff298df1,0,0,0,0
