# fixture=nas,source=/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,modes=text;eager;lazy,warmup=3,measurements=12,text_zstd=true
# query=App.getDescendantsAndFields plus names/operators/types; ids=encounter-order normalized
fixture,source,mode,trial,parse_ms,tu_ms,query_ms,codegen_ms,total_ms,nodes,names,operators,types,typed,materialized,deferred,code_bytes,code_sha256,query_sha256,materialized_read,materialized_tu,materialized_query,materialized_codegen
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,text,8,461.917,81.510,82.248,13.218,638.894,49480,537,5594,45235,0,0,0,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,0,0,0,0
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,lazy,8,205.629,269.522,104.991,12.962,593.105,49480,537,5594,45235,35845,47380,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,1817,35605,41199,47380
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,eager,8,408.251,66.221,71.478,11.884,557.833,49480,537,5594,45235,35845,233101,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,233101,233101,233101,233101
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,lazy,9,204.871,269.915,102.984,12.794,590.565,49480,537,5594,45235,35845,47380,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,1817,35605,41199,47380
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,text,9,468.643,86.436,78.838,12.430,646.347,49480,537,5594,45235,0,0,0,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,0,0,0,0
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,eager,9,407.597,77.224,91.030,10.566,586.416,49480,537,5594,45235,35845,233101,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,233101,233101,233101,233101
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,eager,10,398.505,83.556,70.269,10.477,562.807,49480,537,5594,45235,35845,233101,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,233101,233101,233101,233101
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,text,10,453.452,84.106,90.813,10.560,638.931,49480,537,5594,45235,0,0,0,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,0,0,0,0
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,lazy,10,195.617,264.184,83.659,13.827,557.287,49480,537,5594,45235,35845,47380,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,1817,35605,41199,47380
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,eager,11,415.761,81.403,88.665,10.750,596.578,49480,537,5594,45235,35845,233101,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,233101,233101,233101,233101
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,lazy,11,196.765,263.728,81.955,12.498,554.947,49480,537,5594,45235,35845,47380,233101,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,1817,35605,41199,47380
nas,/home/lmsousa/Documents/Projects/SPeCS/clang-dumper-ast-flatbuffers/test/inputs/nas_bt.c,text,11,455.566,91.420,101.074,12.941,661.000,49480,537,5594,45235,0,0,0,137104,d6520614beb5f95009683ece6f972b5f1fd21bfd193be88e930337581e2b5711,b06e5f888c11ad11a9b18ab1880dd04f4d38a21a7533aa25602bd85d8875f4d9,0,0,0,0
